"";"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"lambda[33,2,3]";0,165365283844964;0,114488027183774;0,0328664147849261;0,0874079495735993;0,136077213243008;0,214673918506495;0,470039649141552;1,00015851373876;2000
"lambda[34,2,3]";0,310855228021156;0,166905367643632;0,0996542485483;0,199225354356601;0,274311688108741;0,379965439700899;0,707564153897667;1,00131336206982;2000
"lambda[35,2,3]";0,275156974857399;0,121608204039155;0,111383242929755;0,192576960352714;0,253654075342037;0,329401295179998;0,559417701843282;1,00181512063099;2000
"lambda[36,2,3]";0,19519341170332;0,101523991560091;0,0597045882827389;0,125051596094529;0,175047221382822;0,242948186003646;0,456743686175606;1,00014341962893;2000
"lambda[37,2,3]";0,244523724669466;0,10338029312959;0,100958961977174;0,173885868545933;0,227254856836124;0,290338708463369;0,481360110429238;1,00127300043599;2000
"lambda[38,2,3]";0,220759252269223;0,0961954508662369;0,0878658199091828;0,155125668393674;0,201871835203703;0,271011567947093;0,448662251368527;1,00063816777665;2000
"lambda[39,2,3]";0,375434872698898;0,213002705764637;0,113326613370395;0,232984831858439;0,334117290438833;0,465544382621089;0,881778953653047;1,00154438391169;2000
"lambda[40,2,3]";0,315925770596236;0,181382166697531;0,0934488157890569;0,194110799573018;0,272831548338085;0,382163511286356;0,760778748554713;1,00128364545195;2000
"lambda[41,2,3]";0,230699723865886;0,10651349721744;0,083404975516391;0,156375571363028;0,210241680103797;0,283298042001305;0,503933583462603;1,00144001556576;2000
"lambda[42,2,3]";0,244705307230038;0,117981528011568;0,0852836219949407;0,165009074284664;0,221755255847552;0,297735813624507;0,538321785284547;1,00123650949932;2000
"lambda[43,2,3]";0,347588096369258;0,21805862320675;0,0879152326344622;0,199983830434978;0,303097103655639;0,437594052422028;0,873573785671675;1,00140245909321;1800
"lambda[44,2,3]";0,196593966011262;0,127087019975968;0,0456762930213724;0,109467015139658;0,166716713180809;0,249909451365912;0,521941046936835;1,00032859691603;2000
"lambda[45,2,3]";0,149406281326489;0,101530121609582;0,0295482025869372;0,0795374182776416;0,123962337115903;0,192901664998473;0,415660616629077;1,00016907492081;2000
"lambda[46,2,3]";0,212000847829915;0,0973247263322666;0,0791895134835312;0,145763260082567;0,193217419741997;0,25707127801391;0,459018340815893;1,00063433968416;2000
"lambda[47,2,3]";0,452285343143756;0,26393346141;0,143252399853408;0,280933656845652;0,39991502904886;0,553491620509422;1,08989233788102;1,00167233938692;2000
"lambda[48,2,3]";0,371376305111554;0,188403698405704;0,133037338516688;0,246351914614801;0,338541410251427;0,452472430259316;0,800294522251738;1,00192844137174;2000
"lambda[49,2,3]";0,24358581367882;0,106145542826805;0,0970198441995908;0,170989763191715;0,225604541256609;0,289829848516426;0,494362703685682;1,00110273049398;2000
"lambda[50,2,3]";0,311341936124559;0,149224553130798;0,116794145677254;0,208362845809753;0,285093644450732;0,381527861100528;0,647981581594365;1,00222521469553;2000
"lambda[51,2,3]";0,274748224865459;0,118950001412677;0,114249535860242;0,194738918632733;0,256941749246623;0,3308686952809;0,543741053501615;1,00237692603796;2000
"lambda[52,2,3]";0,265194995654166;0,117927348848841;0,105503420275062;0,184919533590636;0,245382109915992;0,319082480614601;0,561000499205201;1,00220531426653;2000
"lambda[53,2,3]";0,265557515587909;0,118554790207935;0,103216787521799;0,185379314977104;0,245475179816507;0,323689822844141;0,531974950478548;1,00209400834509;2000
"lambda[54,2,3]";0,229806473705435;0,098428375821547;0,0929785180772355;0,161975265394586;0,211844869944159;0,279918022661548;0,46108140361858;1,00148358793561;2000
"lambda[55,2,3]";0,145695490175169;0,107992148876098;0,0279837338624148;0,0734611971603808;0,117350623604392;0,185114658888677;0,431244123728505;1,00075843892843;2000
"lambda[56,2,3]";0,252038473944842;0,134350236218087;0,0766305226714807;0,160818717965876;0,223651510871727;0,309824645910683;0,593277981180726;1,00055719608374;2000
"lambda[57,2,3]";0,306265550004886;0,132687485939462;0,129358789293479;0,218563234996114;0,283953094989488;0,363845029671988;0,601324824392962;1,00317648710443;2000
"lambda[58,2,3]";0,223362169893973;0,105251033406021;0,0788243394422328;0,148631806374283;0,201438205242725;0,279246408332512;0,463529056840613;1,00095337085907;2000
"lambda[59,2,3]";0,202568786793918;0,114225249124472;0,0579350800033471;0,125316354502614;0,17842882571877;0,252838471848549;0,501081050800363;1,00032758676395;2000
"lambda[60,2,3]";0,284863912391873;0,125815132197954;0,119747873692469;0,199689134642545;0,263373923790119;0,340120102167332;0,568688542822334;1,00147390044373;2000
"lambda[1,3,3]";0,0112014537707386;0,0371543498674013;3,2538727306054e-05;0,000814276663408541;0,00335656354318075;0,010741038141074;0,0672650875933265;1,00027181059555;2000
"lambda[2,3,3]";0,0118676425626223;0,040146477742494;3,42879389550925e-05;0,000829566727237997;0,00358448802274871;0,011283460228776;0,0698350474818363;1,00030546102173;2000
"lambda[3,3,3]";0,010162315847357;0,022231522511067;2,5582231656648e-05;0,000761768540926796;0,00326129045362428;0,0106374282631375;0,0622324380724317;1,00053552008782;2000
"lambda[4,3,3]";0,00815410430954344;0,0171991904278869;2,5535831902039e-05;0,000654509160665226;0,00269274889829749;0,00848676106567121;0,0484664026592654;1,00024163791164;2000
"lambda[5,3,3]";0,00630126268763048;0,0126243214810367;1,95955120373054e-05;0,000535433033030602;0,00215185620729852;0,00688120407076076;0,0353288269290108;1,00029422312128;2000
"lambda[6,3,3]";0,00655941296737201;0,0140790315193647;1,20321276203429e-05;0,000449087850459283;0,00201334124785422;0,00665252840402956;0,0405550720761721;1,00059462920311;2000
"lambda[7,3,3]";0,00741791808248929;0,0159590131968422;2,42035362412723e-05;0,000612290236091495;0,0024195786073486;0,00771658837598861;0,0439829744885007;1,00020140150445;2000
"lambda[8,3,3]";0,0061981566382547;0,0124544617688505;1,7897646515325e-05;0,000509404582387113;0,00206024009094457;0,00673470538864051;0,0357918067857164;1,00020204855077;2000
"lambda[9,3,3]";0,00838898651332206;0,0194152052964038;2,59780608203737e-05;0,000681115527182036;0,0026699248523936;0,00862003868791143;0,0489581162080449;1,00018051459368;2000
"lambda[10,3,3]";0,00999194113400959;0,0223427015226206;2,70281370278861e-05;0,000758525984280856;0,00321915122260697;0,0104911312166753;0,0587637687680137;1,00045350979625;2000
"lambda[11,3,3]";0,00721116633008123;0,0152530924469693;1,3110476399131e-05;0,000485461300922107;0,00213506264445397;0,00746340477438455;0,0453270814649729;1,00067001560173;2000
"lambda[12,3,3]";0,00753684023733034;0,0151054044294859;1,85963566264747e-05;0,000582976447818153;0,0023992256348344;0,00800625442775805;0,0456612081333131;1,00048336262352;2000
"lambda[13,3,3]";0,00726814867585116;0,0141625179351904;2,03182023614275e-05;0,000582483407661782;0,00246067514212197;0,00796484445383179;0,042532472186094;1,00034839406451;2000
"lambda[14,3,3]";0,0121453506722901;0,0337704243872282;3,28453793516106e-05;0,000852983288187537;0,00367586434997706;0,0118887038199826;0,073053321143899;1,00041447095175;2000
"lambda[15,3,3]";0,00725132421291384;0,0151129619719745;1,33497251548778e-05;0,000498680797323268;0,00213113075591952;0,00750400831484242;0,0458589111021071;1,00077875986477;2000
"lambda[16,3,3]";0,0120509139857534;0,033888905807675;2,78529036837128e-05;0,000751287483477287;0,00339023860861136;0,0114692352912722;0,0764707864899705;1,0001745390775;2000
"lambda[17,3,3]";0,00845440515929248;0,0165562449354952;2,13866984258731e-05;0,000677319821998613;0,00285054058259142;0,0094341985621256;0,0521677963812172;1,0005725590497;2000
"lambda[18,3,3]";0,00761726929230165;0,0152376412325087;1,72021731402448e-05;0,000543861567594562;0,00248433679080901;0,00817489366354144;0,0458392401693051;1,00060867310946;2000
"lambda[19,3,3]";0,00827558956927405;0,0184685660704066;2,39904424209294e-05;0,00063170252312089;0,00264690091572196;0,00848395685483926;0,0518561460639096;1,00016506149189;2000
"lambda[20,3,3]";0,00848104388290661;0,0179787307442283;2,66501121478839e-05;0,000716824283983023;0,00284561608986772;0,0089769020176648;0,0495292798049627;1,00039349510302;2000
"lambda[21,3,3]";0,00875710759460472;0,0200357746768876;2,6961849375887e-05;0,000731008405566563;0,00297113236916187;0,00911488420759625;0,0511061350283185;1,00039285771588;2000
"lambda[22,3,3]";0,00614376298307674;0,011907350272951;1,75166340770371e-05;0,000527988356333905;0,00214299578902309;0,00681383992409565;0,0352278531061216;1,00038866411741;2000
"lambda[23,3,3]";0,00777731949457006;0,0161407748817497;2,43789962897944e-05;0,000665629525687694;0,00258719634359891;0,0080838975760296;0,0454170748604029;1,00026357051183;2000
"lambda[24,3,3]";0,00862145787492205;0,0175282750901526;2,46757881879345e-05;0,000711857880745628;0,00296598828417603;0,00922177289942338;0,0505420948404932;1,00063213021215;2000
"lambda[25,3,3]";0,0076384087457321;0,0144442778184889;1,73979783101416e-05;0,000615974609938647;0,0025813981331251;0,00853501155293258;0,0444963077006652;1,00070893685548;2000
"lambda[26,3,3]";0,00785220970449032;0,0155572629530054;2,25507247575967e-05;0,000664228645952724;0,00265461641624512;0,008645319977846;0,0465086890908577;1,00035427310311;2000
"lambda[27,3,3]";0,0066679148187008;0,0131098132617302;1,49861191759445e-05;0,000514237323074377;0,00222053928940199;0,00719764107166475;0,0396707132313966;1,00049784697109;2000
"lambda[28,3,3]";0,00668874248156151;0,0131611053994233;1,51303349783181e-05;0,000514041565341463;0,00220416040387818;0,00718644281296364;0,0402416932514357;1,00053239607209;2000
"lambda[29,3,3]";0,00549731408000201;0,0113290765696835;1,36845167212563e-05;0,000446946080616175;0,00180737588265227;0,00580286426028742;0,0323565753976157;1,00023551160632;2000
"lambda[30,3,3]";0,00752164878834695;0,0153844017805739;2,12196194783991e-05;0,000612004980487109;0,00250822720247288;0,00798476216118976;0,0437292141531105;1,00022520315091;2000
"lambda[31,3,3]";0,00662532725733143;0,0129051146800697;1,59810683058793e-05;0,000530484701860309;0,00223759995398989;0,00739638579169419;0,0392485887356559;1,00040001236847;2000
"lambda[32,3,3]";0,00561817989090156;0,0115178177617296;1,64954377263806e-05;0,000472060338739459;0,00189959257635956;0,00605401200918462;0,0331796919167009;1,00031551042647;2000
"lambda[33,3,3]";0,00508828290955728;0,0138038383231096;8,79324759185655e-06;0,000282108012239635;0,0013207522393683;0,00468031146781186;0,032901493303267;1,00043110263544;2000
"lambda[34,3,3]";0,00692498405462554;0,013948928407882;1,46315373435682e-05;0,000517512483644006;0,00216730740810984;0,0073145958780544;0,04404747824648;1,00071686909701;2000
"lambda[35,3,3]";0,00659634048372377;0,0125704251428555;1,50210003396249e-05;0,00053184704514979;0,00224936203299265;0,0074087682988429;0,0399041784896293;1,0004914402614;2000
"lambda[36,3,3]";0,00525113698628558;0,0115443956014664;1,22165411534314e-05;0,000392138785717002;0,00165579833637446;0,00540009285098915;0,0327192502392609;1,00036561086575;2000
"lambda[37,3,3]";0,00633641402441477;0,0120509544339844;1,60149862306823e-05;0,000534638244492322;0,00219696716449942;0,00716250923821008;0,0379625524409698;1,00038842447181;2000
"lambda[38,3,3]";0,00605267071112904;0,0117456580031539;1,68125585975743e-05;0,000518968463818409;0,00208320056294761;0,00672585277053419;0,03506115113996;1,00033031804788;2000
"lambda[39,3,3]";0,0110178962274877;0,0303914718390125;2,96648271097312e-05;0,000759826074421426;0,00325279298618017;0,0104036100484637;0,0682350889280604;1,00015857245568;2000
"lambda[40,3,3]";0,00691315937905075;0,0144937493136698;1,34633018281303e-05;0,000486721954688473;0,00206633268533052;0,00709528007554357;0,0448317205997817;1,00073498351881;2000
"lambda[41,3,3]";0,00667243415255434;0,0137921883726682;1,87558219877057e-05;0,000546157563016419;0,00219997322510722;0,0072046055487114;0,0386707444723598;1,00017566393974;2000
"lambda[42,3,3]";0,00589355885024532;0,0120983944966403;1,28752094864436e-05;0,000457252839286615;0,00194114486418567;0,00623085621813201;0,035357466321346;1,00039516211772;2000
"lambda[43,3,3]";0,0128194828352199;0,0547579356581781;3,45066365477373e-05;0,000835431346554291;0,0034544906640045;0,0113602926433898;0,0782195993554698;1,0003235939765;2000
"lambda[44,3,3]";0,00553086065303718;0,0139884140284466;1,02067792641886e-05;0,000325993671701525;0,00147574607990561;0,00516719022822767;0,0369979059785509;1,00057315384745;2000
"lambda[45,3,3]";0,00469575216285945;0,0125558660701199;8,69202968027071e-06;0,000279384636374872;0,00125241724016602;0,00450460452828165;0,0310808129352819;1,00028931850389;2000
"lambda[46,3,3]";0,00558979600653222;0,0113464923875913;1,32568664631901e-05;0,000452184243724074;0,00187167107335513;0,00600449546314373;0,032703960169912;1,00029483431493;2000
"lambda[47,3,3]";0,0116935364971022;0,0310969685326897;3,23670971874458e-05;0,00081901944106384;0,00352583465991085;0,0115142231909924;0,068696259829002;1,00031881509522;2000
"lambda[48,3,3]";0,0101329007646394;0,0250531810933467;2,99857601622798e-05;0,000792885568489007;0,00325393575365213;0,010147330214991;0,0579052484214335;1,00036476864892;2000
"lambda[49,3,3]";0,00614438772489273;0,0118502686489756;1,48612864068131e-05;0,000499284632296031;0,00210527163767366;0,00687772258723656;0,0366708232231965;1,00042351615058;2000
"lambda[50,3,3]";0,00885437484255264;0,0202999568614323;2,57660225900434e-05;0,000697698896834499;0,00281355412792236;0,00899193403182705;0,0517590878243062;1,00018902370362;2000
"lambda[51,3,3]";0,00765021106275225;0,0156613113504414;2,38661680674286e-05;0,000640628178990814;0,00256629229561562;0,00801918956865678;0,043952972492298;1,00023846363405;2000
"lambda[52,3,3]";0,00717515859592816;0,014697305808522;1,97901821961216e-05;0,000576559812093903;0,00235906548844241;0,00767363573703253;0,0416350410803798;1,00020168104895;2000
"lambda[53,3,3]";0,00768481629510795;0,0161438752999898;2,37957774417217e-05;0,000643211777832946;0,00253605155044595;0,00797666252759606;0,0446113516486907;1,00019971930123;2000
"lambda[54,3,3]";0,00647744125092485;0,0127187984075881;1,91715118263396e-05;0,000547881191993183;0,00221269058990421;0,00692913855578337;0,0376284678396918;1,00023439187509;2000
"lambda[55,3,3]";0,00463855275644243;0,0123091914819725;8,28719935530688e-06;0,00029339026143103;0,00123569269608162;0,0042874488758837;0,0289003804999132;1,00025523851962;2000
"lambda[56,3,3]";0,00602323608872392;0,012875804549418;1,32146459247494e-05;0,000432481952173564;0,00182685745265362;0,00633765397051512;0,0373371527261696;1,00058216461907;2000
"lambda[57,3,3]";0,00750034909438495;0,0146624005819232;2,13631987017938e-05;0,000605604451367231;0,00253198138824553;0,00823162831125479;0,044063617258425;1,00034746880316;2000
"lambda[58,3,3]";0,00689737901272964;0,014156560368798;2,16816055385683e-05;0,000572237855822749;0,00228150792918908;0,00722737413963609;0,0408651924516718;1,00022294223167;2000
"lambda[59,3,3]";0,00522783219879355;0,0121200937264407;1,05791649290974e-05;0,000363893855801786;0,00160060983732957;0,00520102370149227;0,0330240001187665;1,00034836069545;2000
"lambda[60,3,3]";0,00722912517998253;0,0136283297103209;1,94772537261384e-05;0,000623531065253057;0,0025577708867468;0,00803812026179842;0,0428785845610055;1,00050444309379;2000
"lambda[1,4,3]";0,418794161487112;0,209470031502103;0,141082038477719;0,272925470528288;0,373956737185152;0,519631801658145;0,936957931076244;1,00405537331685;620
"lambda[2,4,3]";0,444739190432016;0,219543719435495;0,148164474144423;0,287490229724795;0,401757826519317;0,554100696455122;0,982629992219449;1,00463842288558;540
"lambda[3,4,3]";0,359661147575388;0,16383047579231;0,123531625808918;0,241964403487986;0,332264144469462;0,444387844042712;0,748818866918077;1,00594608523352;430
"lambda[4,4,3]";0,301542117725387;0,116390861844204;0,129292876358863;0,218232313109708;0,283486087285278;0,365912560957181;0,578072309944842;1,00407458726309;620
"lambda[5,4,3]";0,205185474899111;0,0942704716105846;0,0801271860709628;0,139834350356041;0,188404658609223;0,251034245856459;0,433565847151215;1,00196056345555;1300
"lambda[6,4,3]";0,165877317791923;0,0903011992499582;0,049467770160802;0,0998271489193985;0,149005710135127;0,208288534470486;0,39124236421581;1,00163709349657;1500
"lambda[7,4,3]";0,269001278317441;0,123207846845515;0,100771668346971;0,183076668837176;0,247838433591488;0,328138597114959;0,57056924836183;1,00242674039458;1000
"lambda[8,4,3]";0,212615116283196;0,0912789475374172;0,0854859849620727;0,148774543291918;0,197830297089345;0,260967056265169;0,426101404458466;1,0019938777647;1500
"lambda[9,4,3]";0,317201291222841;0,140682290851187;0,120100087102645;0,217412596227341;0,296074262045487;0,382721268409708;0,666005658106015;1,00304155585192;820
"lambda[10,4,3]";0,361732031880298;0,155584926763821;0,132428309893944;0,250073191051146;0,334221930135868;0,444469645077487;0,744161256949712;1,00598846458021;430
"lambda[11,4,3]";0,187895664456299;0,104393194625404;0,053948506570861;0,112935625025423;0,166939115514857;0,238077583412753;0,449219458150902;1,0022653805204;1100
"lambda[12,4,3]";0,235238777821585;0,105920365944282;0,0854284173930273;0,158479697351636;0,215567771364251;0,293466958869351;0,478039952373777;1,00323026509723;780
"lambda[13,4,3]";0,245140003274223;0,0924381059968078;0,106890452913743;0,178652820244306;0,231436360772277;0,29704467874192;0,456163634364214;1,00373115393368;670
"lambda[14,4,3]";0,455957700152959;0,22336487463615;0,145952362988794;0,294418517244359;0,409894362409779;0,5646645532539;1,01773909567371;1,00556120053361;450
"lambda[15,4,3]";0,183451682619706;0,101100315152744;0,0527785358687731;0,111874743136253;0,162989227350686;0,231513568767454;0,433822987792512;1,00268180318635;930
"lambda[16,4,3]";0,48392347080227;0,278362820791766;0,137867517223383;0,29339347519434;0,420276526773658;0,597601690821129;1,20673501068116;1,00308128872374;810
"lambda[17,4,3]";0,279740442485752;0,114199096042882;0,108793188528712;0,195175006171234;0,264018981527429;0,344030643189526;0,547689516800058;1,0056875963235;440
"lambda[18,4,3]";0,224304976444937;0,107513388630699;0,076390442073276;0,146625721000817;0,203729806815073;0,27911930706109;0,489091688239663;1,00339065887802;740
"lambda[19,4,3]";0,317526941724368;0,141428800855898;0,122553767912557;0,219867977008519;0,292814731855876;0,385933727873238;0,661543718825938;1,00279761664327;900
"lambda[20,4,3]";0,301098658490195;0,117072428233562;0,128207973801996;0,217662352586979;0,285254856994232;0,364323351689079;0,570082050166772;1,00533037291857;470
"lambda[21,4,3]";0,310437043295606;0,136457535634431;0,11816036768652;0,215462282549728;0,286673881116636;0,380385971888071;0,635151727020328;1,00439069590006;570
"lambda[22,4,3]";0,188494766957015;0,0800909414546677;0,0776682693637043;0,132995286294622;0,174579415668736;0,229490362262455;0,376614773264068;1,00229951638436;1100
"lambda[23,4,3]";0,281192521199886;0,109127095735861;0,122464524518127;0,205930748222272;0,26519242110888;0,339279221526835;0,525622839517222;1,0039129825573;640
"lambda[24,4,3]";0,286256292163303;0,122962323462031;0,102430045830665;0,198774048634992;0,271875496824367;0,355622985191726;0,564917845868923;1,00556053372039;450
"lambda[25,4,3]";0,230858403983863;0,0982721713537057;0,0847630752271184;0,160766492037067;0,217860637191896;0,281105871611298;0,462044245212972;1,00497770947415;500
"lambda[26,4,3]";0,275877765378664;0,0995431408057173;0,123277264283856;0,204357257588609;0,2639053701438;0,332594002722659;0,50366933461716;1,00508904981975;490
"lambda[27,4,3]";0,19477940988041;0,0841466629525265;0,0765638274246845;0,132040991010125;0,182258316544461;0,240727596316806;0,389921728033218;1,00267113530056;940
"lambda[28,4,3]";0,192132377016649;0,0845017856390189;0,0746665036289463;0,129319495620984;0,179356507940214;0,238343116648043;0,393490505870012;1,00273247851241;920
"lambda[29,4,3]";0,170968653259452;0,0811266785803382;0,0633178899652964;0,113778748957768;0,155840015152356;0,210908258281769;0,354448594698684;1,00136100752111;2000
"lambda[30,4,3]";0,27310312727461;0,107763649207089;0,115360749877162;0,197532504834442;0,256642759457857;0,332675132590132;0,539735482951939;1,00313580756498;800
"lambda[31,4,3]";0,205351973131902;0,082410078289062;0,0843232532567102;0,145556360807103;0,193347525455105;0,251761854747006;0,39621052465756;1,00267847305212;940
"lambda[32,4,3]";0,167115952209475;0,081515873133334;0,0612230063323038;0,110179441281098;0,152734054322405;0,206294702246113;0,367808549115968;1,00152211178548;2000
"lambda[33,4,3]";0,105665046726793;0,0817276655525992;0,0202727217666759;0,0527948388206664;0,0828708340764698;0,133878283989992;0,309969948056237;1,00073751296899;2000
"lambda[34,4,3]";0,182462363782688;0,0908641372726441;0,060464894754289;0,11782170099134;0,165945307972754;0,227527676026733;0,396208089055851;1,00287098453206;870
"lambda[35,4,3]";0,198102378523569;0,0787626564973034;0,084835068111304;0,140749758300716;0,186289005703125;0,24207192991997;0,381629323061663;1,00326916177371;770
"lambda[36,4,3]";0,135986762762047;0,0725697087962285;0,0418914594319276;0,0858724714207036;0,119365256938252;0,170516024053736;0,310564131745862;1,00082513047661;2000
"lambda[37,4,3]";0,198138099402798;0,0764146607629138;0,0876070800700366;0,143763901905491;0,187334450193037;0,238756723249607;0,378125076422709;1,00286005296049;880
"lambda[38,4,3]";0,189762593655502;0,0781966237490311;0,0797306476744786;0,135350832079155;0,177928901178062;0,230536115258845;0,37201175400726;1,00208475105477;1200
"lambda[39,4,3]";0,440046891073037;0,228365718648113;0,139013264237308;0,281167258223681;0,388702608991121;0,540790601119156;1,03495414858824;1,00323646883502;770
"lambda[40,4,3]";0,172701083250754;0,0938915878681997;0,0509793940791426;0,105999572168245;0,153732963693913;0,217955999687238;0,397580706369158;1,00235966243211;1100
"lambda[41,4,3]";0,240634926831847;0,10727276775263;0,0948201030798882;0,16633063568632;0,22285873279831;0,292731796795681;0,498746516339966;1,00233281598818;1400
"lambda[42,4,3]";0,165171616098403;0,0756925763064526;0,0595385992496045;0,109218628981351;0,153621265301778;0,204859398087326;0,347442883555122;1,00125613311511;2000
"lambda[43,4,3]";0,48136355778803;0,274652036378477;0,139899660080282;0,293307459379452;0,416477107703406;0,604690015460898;1,19323606700958;1,00330675854268;760
"lambda[44,4,3]";0,116508946277483;0,080656036882316;0,0257728790368361;0,0638213300990076;0,0945361409324843;0,147768765860982;0,32936644625235;1,00104717194022;2000
"lambda[45,4,3]";0,107158587202498;0,0807658216640248;0,0221297557397175;0,054246074349594;0,0862098233653254;0,135629551692191;0,311016602004902;1,00054849769123;2000
"lambda[46,4,3]";0,166086871927574;0,0739099973391255;0,0629179522710624;0,114057181555668;0,153005406432108;0,205736168900212;0,334764996435051;1,00117246155192;2000
"lambda[47,4,3]";0,448235010600779;0,222093306901957;0,143774003629107;0,292309647767643;0,403034734977167;0,552855396623029;1,03014300287075;1,0047525760537;530
"lambda[48,4,3]";0,376031966126879;0,158141693020084;0,140518341060159;0,262599681993305;0,349446741221084;0,462856339363599;0,763686714400836;1,00567883890691;440
"lambda[49,4,3]";0,182974892744665;0,0741809983947916;0,0754096203882694;0,130068955235824;0,171950233394204;0,223484322605275;0,359116877499109;1,0023867737747;1000
"lambda[50,4,3]";0,339904884628962;0,145801714992179;0,132078351181029;0,236661503683217;0,315020048237572;0,410925658018099;0,702054598161212;1,00353809161338;710
"lambda[51,4,3]";0,278504977889078;0,105751346214111;0,121474908352133;0,202973049235996;0,263285215449805;0,337361580698578;0,519152490099832;1,00373224430538;670
"lambda[52,4,3]";0,259744211581592;0,106547785306318;0,107492952690957;0,184752772894818;0,243462488238161;0,313364697464552;0,52256953359596;1,00251335926529;1000
"lambda[53,4,3]";0,284659611519874;0,114366676121695;0,116936047681741;0,203457661888832;0,267381987937237;0,345031475693399;0,554935730854283;1,0031855188916;790
"lambda[54,4,3]";0,222279564590907;0,0879542659158644;0,0952982231883138;0,16147004115052;0,2097243930124;0,268682670878249;0,421830185629175;1,00233090040349;1100
"lambda[55,4,3]";0,124281977603657;0,0980363180905732;0,0234506150176571;0,0601959073286965;0,0984950220409754;0,156851906320883;0,364534042008988;1,00118866822377;2000
"lambda[56,4,3]";0,148933902187855;0,0781742075387253;0,0457168326257496;0,093193416829156;0,134112820182458;0,185479169302926;0,33870936138375;1,00145048171492;1700
"lambda[57,4,3]";0,25752482092816;0,0955026820123388;0,114079498746611;0,187977095305504;0,244881468519304;0,311463047143684;0,477136756750729;1,00420605450513;600
"lambda[58,4,3]";0,242639865155591;0,107325714192839;0,0951958717445497;0,169325280704557;0,224704008314997;0,294289733704316;0,496488426275358;1,00231414889873;1100
"lambda[59,4,3]";0,129900870934192;0,0739869301100159;0,0362341225921923;0,0776483268707888;0,113689864502849;0,164846805137103;0,308621837253112;1,00041750620676;2000
"lambda[60,4,3]";0,232651543379872;0,0885996199978999;0,100188620444295;0,1700020577964;0,220506302532;0,28027833743016;0,436410506731171;1,00472037062095;530
"lambda[1,5,3]";0,0105973626602142;0,0200743225244075;3,45625077764977e-05;0,000909989163687159;0,00350392348063424;0,0114674482139558;0,0657660814091018;1,00052970110719;2000
"lambda[2,5,3]";0,0111316258759357;0,0210473416709651;3,8471124017512e-05;0,000940366977466128;0,00370970381135412;0,0121241570740896;0,0713048833814387;1,00052087873887;2000
"lambda[3,5,3]";0,0102280818211977;0,0190328515253899;2,97850749694257e-05;0,000781807516886304;0,0034791860002469;0,0111875869745681;0,0626266913768484;1,00047142235128;2000
"lambda[4,5,3]";0,00817047574830785;0,0144489511581824;2,63625377271603e-05;0,000695660662588233;0,00282419387994692;0,00940358494732118;0,051410276764811;1,00043097102307;2000
"lambda[5,5,3]";0,00671821468876602;0,0123654632851679;2,21392194540781e-05;0,000551847342054407;0,00230759087003807;0,00716207620166887;0,043139800209435;1,00051409323517;2000
"lambda[6,5,3]";0,0071311770312937;0,0159160918324345;1,71648538638642e-05;0,000431191357710047;0,00199320358006176;0,00715356681685879;0,0408595305710379;1,00044539776364;2000
"lambda[7,5,3]";0,00755935677143984;0,0136756936411286;2,60902645591004e-05;0,000652240165178845;0,00255193161371227;0,00807748521895118;0,0478285991575714;1,00047579117688;2000
"lambda[8,5,3]";0,00645514703891326;0,0118827669684312;2,08409888435469e-05;0,000513054646896046;0,00218978114404281;0,00713664841905361;0,0398114210580444;1,00040973897965;2000
"lambda[9,5,3]";0,00829323458372874;0,0148985137297134;2,95916429128949e-05;0,000715330322794239;0,00277052726555493;0,0089850711697745;0,0537213321682717;1,00045362964031;2000
"lambda[10,5,3]";0,00996865689120793;0,0182035017847809;3,09397586624416e-05;0,000773000120230169;0,00348408384065915;0,0111636571239232;0,0609006713551411;1,00046771338381;2000
"lambda[11,5,3]";0,00777930086565239;0,0170918831050596;1,7485797186284e-05;0,00048330000372328;0,00228375337814236;0,00787699080191735;0,0444468364387693;1,00045408917037;2000
"lambda[12,5,3]";0,00791827197409796;0,015601050876293;2,24168804686791e-05;0,000573857306213749;0,00263873971553927;0,00853006877961547;0,0487764183580478;1,00041602157364;2000
"lambda[13,5,3]";0,00754248963376679;0,0138162621194526;2,15295928721692e-05;0,00060615596968087;0,00264598564685358;0,00860280274971271;0,0462342202809461;1,0004244040384;2000
"lambda[14,5,3]";0,0116164668916593;0,0218734377157171;3,60013315998069e-05;0,000933291268954093;0,00400700007334414;0,0125857232425557;0,0718183686870966;1,00046529693524;2000
"lambda[15,5,3]";0,00784732836313785;0,0167164870023818;1,71870637900725e-05;0,000470474646583559;0,00222309991411359;0,00809027219365041;0,0460959868586823;1,00052784816599;2000
"lambda[16,5,3]";0,011124530058126;0,0214724985915569;2,97149435151108e-05;0,000829352665626001;0,00355710531844825;0,0118118253858006;0,0683641855963885;1,00036621725718;2000
"lambda[17,5,3]";0,00878889947126389;0,0161296830648242;2,4748796899815e-05;0,000676401353913161;0,00298835252648653;0,00985210845631504;0,0546475147843591;1,00050369275485;2000
"lambda[18,5,3]";0,00809211601967224;0,0162649360406632;2,28418522772693e-05;0,000558598621031832;0,00260294234663428;0,00851633850922812;0,0491321308135579;1,00045390851402;2000
"lambda[19,5,3]";0,00812651515791307;0,0146112440272307;2,63813721109314e-05;0,000683349862175059;0,00276193668065835;0,00913720679912452;0,0502919429670892;1,00039890779312;2000
